job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1597352321734,1597352321772,1597352322927,1597352322962
emergency-stop-table,1597352321734,1597352321772,1597352322954,1597352322983
emergency-stop-streaming,1597352322790,1597352322836,1597352323841,1597352323846
emergency-stop-table,1597352322790,1597352322836,1597352323969,1597352323992
emergency-stop-streaming,1597352323817,1597352323824,1597352324889,1597352324897
emergency-stop-table,1597352323817,1597352323824,1597352324945,1597352325005
emergency-stop-streaming,1597352324889,1597352324905,1597352325938,1597352325973
delay-statistics,1597352323818,1597352323837,1597352325980,1597352326006
emergency-stop-table,1597352324889,1597352324905,1597352325992,1597352326011
delay-statistics,1597352321734,1597352321788,1597352326001,1597352326013
delay-statistics,1597352322790,1597352322838,1597352326001,1597352326013
vehicle-count,1597352321734,1597352321772,1597352326369,1597352326384
vehicle-count,1597352321734,1597352321787,1597352326385,1597352326434
vehicle-count,1597352323817,1597352323837,1597352326429,1597352326442
vehicle-count,1597352323817,1597352323824,1597352326429,1597352326442
vehicle-count,1597352322790,1597352322836,1597352326462,1597352326491
emergency-stop-streaming,1597352325938,1597352325990,1597352326916,1597352326929
emergency-stop-table,1597352325938,1597352325990,1597352326999,1597352327047
emergency-stop-streaming,1597352327232,1597352327240,1597352328337,1597352328350
emergency-stop-table,1597352327232,1597352327240,1597352328466,1597352328474
emergency-stop-table,1597352329528,1597352329589,1597352330936,1597352330942
emergency-stop-streaming,1597352329528,1597352329589,1597352330949,1597352330980
delay-statistics,1597352325938,1597352325976,1597352331561,1597352331580
delay-statistics,1597352327232,1597352327240,1597352331581,1597352331587
emergency-stop-streaming,1597352330598,1597352330615,1597352331567,1597352331593
delay-statistics,1597352328385,1597352328394,1597352331580,1597352331594
delay-statistics,1597352324889,1597352324924,1597352331588,1597352331599
delay-statistics,1597352329528,1597352329587,1597352331586,1597352331631
emergency-stop-table,1597352330598,1597352330615,1597352331631,1597352331649
vehicle-count,1597352329528,1597352329589,1597352331702,1597352331734
vehicle-count,1597352327232,1597352327238,1597352331692,1597352331740
vehicle-count,1597352327232,1597352327240,1597352331692,1597352331740
vehicle-count,1597352327232,1597352327240,1597352331692,1597352331740
vehicle-count,1597352325938,1597352325990,1597352331718,1597352331768
vehicle-count,1597352328385,1597352328393,1597352331719,1597352331769
vehicle-count,1597352324889,1597352324905,1597352331719,1597352332045
emergency-stop-streaming,1597352331565,1597352331587,1597352332803,1597352332811
