job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1591093906639,1595494365688,1595494365697,1595494365908,1595494365944
emergency-stop-table,1591093906639,1595494365688,1595494365697,1595494366025,1595494366102
emergency-stop-table,1591093907227,1595494366695,1595494366707,1595494367071,1595494367144
emergency-stop-streaming,1591093907227,1595494366695,1595494366707,1595494367127,1595494367164
emergency-stop-table,1591093908157,1595494367699,1595494367720,1595494368281,1595494368287
emergency-stop-streaming,1591093908157,1595494367699,1595494367720,1595494368342,1595494368362
emergency-stop-table,1591093908561,1595494368723,1595494368740,1595494369112,1595494369129
emergency-stop-streaming,1591093908561,1595494368723,1595494368740,1595494369296,1595494369299
emergency-stop-table,1591093909278,1595494369750,1595494369768,1595494370062,1595494370114
emergency-stop-streaming,1591093909278,1595494369750,1595494369768,1595494370207,1595494370225
emergency-stop-table,1591093910157,1595494370827,1595494370909,1595494371145,1595494371155
emergency-stop-streaming,1591093910157,1595494370827,1595494370909,1595494371170,1595494371198
vehicle-count,1591093908561,1595494368723,1595494368740,1595494371483,1595494371541
vehicle-count,1591093909277,1595494369748,1595494369772,1595494371563,1595494371573
vehicle-count,1591093908156,1595494367699,1595494367736,1595494371563,1595494371579
vehicle-count,1591093906639,1595494365688,1595494365697,1595494371610,1595494371629
vehicle-count,1591093908157,1595494367699,1595494367720,1595494371610,1595494371629
vehicle-count,1591093909278,1595494369750,1595494369768,1595494371610,1595494371630
vehicle-count,1591093907227,1595494366695,1595494366707,1595494371613,1595494371631
emergency-stop-table,1591093910843,1595494371840,1595494371869,1595494372142,1595494372151
emergency-stop-streaming,1591093910843,1595494371840,1595494371869,1595494372300,1595494372306
delay-statistics,1591093908559,1595494368724,1595494368753,1595494372889,1595494372967
delay-statistics,1591093909276,1595494369750,1595494369768,1595494372893,1595494372967
delay-statistics,1591093906637,1595494365690,1595494365703,1595494372894,1595494372967
delay-statistics,1591093907225,1595494366695,1595494366709,1595494372896,1595494372967
delay-statistics,1591093908155,1595494367699,1595494367754,1595494372952,1595494372987
emergency-stop-streaming,1591093911218,1595494372864,1595494372889,1595494373237,1595494373246
emergency-stop-table,1591093911218,1595494372864,1595494372889,1595494373252,1595494373260
emergency-stop-streaming,1591093911745,1595494373906,1595494373924,1595494374348,1595494374353
emergency-stop-table,1591093911745,1595494373906,1595494373924,1595494374363,1595494374369
emergency-stop-streaming,1591093912592,1595494374898,1595494374925,1595494375293,1595494375296
emergency-stop-table,1591093912592,1595494374898,1595494374925,1595494375344,1595494375357
emergency-stop-table,1591093913157,1595494375906,1595494375940,1595494376247,1595494376261
emergency-stop-streaming,1591093913157,1595494375906,1595494375940,1595494376339,1595494376350
emergency-stop-streaming,1591093913644,1595494376909,1595494377018,1595494377257,1595494377285
emergency-stop-table,1591093913644,1595494376909,1595494377018,1595494377549,1595494377559
emergency-stop-table,1591093914305,1595494377935,1595494377989,1595494378504,1595494378516
emergency-stop-streaming,1591093914305,1595494377935,1595494377989,1595494378570,1595494378578
emergency-stop-table,1591093914862,1595494378945,1595494379044,1595494379850,1595494379865
emergency-stop-streaming,1591093914862,1595494378945,1595494379044,1595494379870,1595494379928
vehicle-count,1591093914862,1595494378945,1595494379044,1595494379905,1595494379929
vehicle-count,1591093913157,1595494375906,1595494375940,1595494379920,1595494379946
vehicle-count,1591093913155,1595494375902,1595494375917,1595494379926,1595494379948
vehicle-count,1591093913644,1595494376909,1595494377018,1595494379928,1595494379952
vehicle-count,1591093911743,1595494373890,1595494373908,1595494379928,1595494379953
vehicle-count,1591093914305,1595494377935,1595494377989,1595494379948,1595494379991
vehicle-count,1591093911745,1595494373906,1595494373924,1595494379953,1595494379993
vehicle-count,1591093911744,1595494373890,1595494373924,1595494379942,1595494379993
vehicle-count,1591093910843,1595494371840,1595494371869,1595494379946,1595494379995
vehicle-count,1591093913156,1595494375906,1595494375940,1595494379946,1595494379995
vehicle-count,1591093910157,1595494370827,1595494370909,1595494379939,1595494380009
vehicle-count,1591093912592,1595494374898,1595494374925,1595494379968,1595494380017
vehicle-count,1591093911218,1595494372864,1595494372889,1595494379979,1595494380022
delay-statistics,1591093912590,1595494374903,1595494374925,1595494380529,1595494380534
delay-statistics,1591093910841,1595494371847,1595494371872,1595494380527,1595494380547
delay-statistics,1591093914303,1595494377935,1595494378007,1595494380528,1595494380547
delay-statistics,1591093911743,1595494373913,1595494373928,1595494380528,1595494380547
delay-statistics,1591093913155,1595494375907,1595494375919,1595494380530,1595494380547
delay-statistics,1591093910155,1595494370837,1595494370853,1595494380549,1595494380570
delay-statistics,1591093911216,1595494372864,1595494372893,1595494380560,1595494380571
delay-statistics,1591093914860,1595494378945,1595494379049,1595494380561,1595494380571
delay-statistics,1591093913642,1595494376913,1595494376928,1595494380563,1595494380571
emergency-stop-streaming,1591093915533,1595494380009,1595494380121,1595494380829,1595494380850
emergency-stop-table,1591093915533,1595494380009,1595494380121,1595494381178,1595494381218
emergency-stop-streaming,1591093916157,1595494381032,1595494381084,1595494382029,1595494382040
emergency-stop-table,1591093916157,1595494381032,1595494381084,1595494383051,1595494383062
emergency-stop-streaming,1591093916624,1595494382041,1595494382057,1595494383490,1595494383501
emergency-stop-table,1591093916624,1595494382041,1595494382057,1595494384213,1595494384226
emergency-stop-streaming,1591093917305,1595494383079,1595494383121,1595494385220,1595494385227
emergency-stop-streaming,1591093917738,1595494384082,1595494384136,1595494385315,1595494385330
emergency-stop-table,1591093917305,1595494383079,1595494383121,1595494385556,1595494385561
emergency-stop-table,1591093917738,1595494384082,1595494384136,1595494386636,1595494386642
