job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-table,1591093906224,1595439189387,1595439189508,1595439190391,1595439190423
emergency-stop-streaming,1591093906224,1595439189387,1595439189508,1595439190401,1595439190435
emergency-stop-streaming,1591093906370,1595439190403,1595439190463,1595439190799,1595439190819
emergency-stop-table,1591093906370,1595439190403,1595439190463,1595439190833,1595439190853
emergency-stop-streaming,1591093906565,1595439191407,1595439191463,1595439192061,1595439192067
emergency-stop-table,1591093906565,1595439191407,1595439191463,1595439192081,1595439192089
emergency-stop-streaming,1591093906709,1595439192424,1595439192464,1595439192816,1595439192840
emergency-stop-table,1591093906709,1595439192424,1595439192464,1595439192867,1595439192870
emergency-stop-streaming,1591093906879,1595439193433,1595439193473,1595439193841,1595439193849
emergency-stop-table,1591093906879,1595439193433,1595439193473,1595439193869,1595439193872
emergency-stop-streaming,1591093907157,1595439194443,1595439194518,1595439195117,1595439195120
emergency-stop-table,1591093907157,1595439194443,1595439194518,1595439195156,1595439195204
emergency-stop-table,1591093907305,1595439195459,1595439195499,1595439195969,1595439196021
emergency-stop-streaming,1591093907305,1595439195459,1595439195499,1595439195950,1595439196021
emergency-stop-streaming,1591093907520,1595439196452,1595439196523,1595439197087,1595439197091
emergency-stop-table,1591093907520,1595439196452,1595439196523,1595439197146,1595439197177
emergency-stop-table,1591093907654,1595439197473,1595439197574,1595439198189,1595439198196
emergency-stop-streaming,1591093907654,1595439197473,1595439197574,1595439198222,1595439198235
emergency-stop-streaming,1591093907838,1595439198480,1595439198563,1595439198856,1595439198859
emergency-stop-table,1591093907838,1595439198480,1595439198563,1595439199225,1595439199304
emergency-stop-streaming,1591093908157,1595439199474,1595439199760,1595439201005,1595439201014
emergency-stop-streaming,1591093908157,1595439200522,1595439200578,1595439201201,1595439201213
emergency-stop-table,1591093908157,1595439199474,1595439199760,1595439201362,1595439201377
emergency-stop-table,1591093908157,1595439200522,1595439200578,1595439201408,1595439201442
emergency-stop-streaming,1591093908322,1595439201516,1595439201661,1595439201969,1595439201987
emergency-stop-table,1591093908322,1595439201516,1595439201661,1595439202281,1595439202287
emergency-stop-streaming,1591093908527,1595439202495,1595439202631,1595439203616,1595439203628
emergency-stop-table,1591093908527,1595439202495,1595439202631,1595439203842,1595439203852
emergency-stop-streaming,1591093908634,1595439203510,1595439203557,1595439204335,1595439204338
emergency-stop-table,1591093908634,1595439203510,1595439203557,1595439204858,1595439204866
emergency-stop-streaming,1591093908807,1595439204500,1595439204568,1595439205864,1595439205868
emergency-stop-table,1591093908807,1595439204500,1595439204568,1595439206611,1595439206666
emergency-stop-streaming,1591093909157,1595439205516,1595439205613,1595439206813,1595439206817
