job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1595585955176,1595585955246,1595585955490,1595585955509
emergency-stop-table,1595585955176,1595585955246,1595585955681,1595585955722
emergency-stop-table,1595585956120,1595585956153,1595585956598,1595585956608
emergency-stop-streaming,1595585956120,1595585956153,1595585956713,1595585956721
emergency-stop-table,1595585957163,1595585957172,1595585957640,1595585957644
emergency-stop-streaming,1595585957163,1595585957172,1595585957829,1595585957840
emergency-stop-streaming,1595585958135,1595585958193,1595585958600,1595585958603
emergency-stop-table,1595585958135,1595585958193,1595585958753,1595585958756
emergency-stop-table,1595585959141,1595585959197,1595585959668,1595585959684
emergency-stop-streaming,1595585959141,1595585959197,1595585959707,1595585959725
emergency-stop-streaming,1595585960155,1595585960197,1595585960558,1595585960565
emergency-stop-table,1595585960155,1595585960197,1595585960620,1595585960628
emergency-stop-streaming,1595585961156,1595585961200,1595585961650,1595585961668
emergency-stop-table,1595585961156,1595585961200,1595585961573,1595585961668
emergency-stop-streaming,1595585962160,1595585962219,1595585962758,1595585962776
emergency-stop-table,1595585962160,1595585962219,1595585962844,1595585962848
vehicle-count,1595585956120,1595585956135,1595585962980,1595585962990
vehicle-count,1595585960155,1595585960197,1595585962997,1595585963023
vehicle-count,1595585956120,1595585956153,1595585962999,1595585963024
vehicle-count,1595585958135,1595585958193,1595585963013,1595585963030
vehicle-count,1595585961156,1595585961210,1595585963015,1595585963031
vehicle-count,1595585962160,1595585962219,1595585963010,1595585963046
vehicle-count,1595585961156,1595585961200,1595585963019,1595585963061
vehicle-count,1595585955176,1595585955246,1595585963039,1595585963067
vehicle-count,1595585957163,1595585957172,1595585963039,1595585963067
vehicle-count,1595585959141,1595585959197,1595585963014,1595585963076
emergency-stop-streaming,1595585963169,1595585963224,1595585963548,1595585963578
emergency-stop-table,1595585963169,1595585963224,1595585963770,1595585963777
emergency-stop-streaming,1595585964192,1595585964275,1595585964568,1595585964635
emergency-stop-table,1595585964192,1595585964275,1595585964662,1595585964667
delay-statistics,1595585959148,1595585959196,1595585965015,1595585965060
delay-statistics,1595585961156,1595585961199,1595585965020,1595585965061
delay-statistics,1595585957170,1595585957178,1595585965033,1595585965076
delay-statistics,1595585955193,1595585955246,1595585965021,1595585965101
delay-statistics,1595585956120,1595585956153,1595585965022,1595585965101
delay-statistics,1595585962160,1595585962219,1595585965022,1595585965102
delay-statistics,1595585958135,1595585958193,1595585965032,1595585965102
delay-statistics,1595585960161,1595585960193,1595585965032,1595585965102
emergency-stop-streaming,1595585965187,1595585965233,1595585965711,1595585965745
emergency-stop-table,1595585965187,1595585965233,1595585965844,1595585965855
emergency-stop-table,1595585966193,1595585966239,1595585966597,1595585966630
emergency-stop-streaming,1595585966193,1595585966239,1595585966683,1595585966705
emergency-stop-streaming,1595585967206,1595585967292,1595585967976,1595585967979
emergency-stop-table,1595585967206,1595585967292,1595585968014,1595585968043
emergency-stop-table,1595585968210,1595585968300,1595585968769,1595585968781
emergency-stop-streaming,1595585968210,1595585968300,1595585968867,1595585968879
emergency-stop-streaming,1595585969210,1595585969262,1595585969713,1595585969804
emergency-stop-table,1595585969210,1595585969262,1595585969803,1595585969817
emergency-stop-streaming,1595585970229,1595585970268,1595585970694,1595585970703
emergency-stop-table,1595585970229,1595585970268,1595585970761,1595585970784
emergency-stop-streaming,1595585971274,1595585971354,1595585971689,1595585971705
emergency-stop-table,1595585971274,1595585971354,1595585971732,1595585971761
emergency-stop-streaming,1595585972264,1595585972311,1595585972662,1595585972669
emergency-stop-table,1595585972264,1595585972311,1595585972909,1595585972915
emergency-stop-streaming,1595585973282,1595585973339,1595585973717,1595585973732
emergency-stop-table,1595585973282,1595585973339,1595585973844,1595585973846
vehicle-count,1595585972264,1595585972311,1595585974175,1595585974191
vehicle-count,1595585966193,1595585966239,1595585974175,1595585974191
vehicle-count,1595585972264,1595585972311,1595585974181,1595585974193
vehicle-count,1595585968208,1595585968301,1595585974193,1595585974223
vehicle-count,1595585972264,1595585972384,1595585974197,1595585974228
vehicle-count,1595585964192,1595585964275,1595585974199,1595585974233
vehicle-count,1595585968209,1595585968300,1595585974198,1595585974234
vehicle-count,1595585965187,1595585965233,1595585974201,1595585974236
vehicle-count,1595585967206,1595585967320,1595585974191,1595585974240
vehicle-count,1595585963169,1595585963224,1595585974191,1595585974240
vehicle-count,1595585969210,1595585969262,1595585974194,1595585974242
vehicle-count,1595585966193,1595585966255,1595585974195,1595585974242
vehicle-count,1595585973282,1595585973339,1595585974209,1595585974252
vehicle-count,1595585964188,1595585964300,1595585974210,1595585974253
