job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-table,1597350243569,1597350243578,1597350244691,1597350244736
emergency-stop-streaming,1597350244571,1597350244589,1597350245714,1597350245755
emergency-stop-table,1597350244571,1597350244589,1597350245747,1597350245785
delay-statistics,1597350243569,1597350243578,1597350246512,1597350246526
delay-statistics,1597350242566,1597350242571,1597350246513,1597350246526
delay-statistics,1597350244571,1597350244583,1597350246531,1597350246545
vehicle-count,1597350242566,1597350242571,1597350246553,1597350246558
vehicle-count,1597350242565,1597350242571,1597350246544,1597350246572
vehicle-count,1597350242566,1597350242571,1597350246544,1597350246572
emergency-stop-table,1597350245573,1597350245592,1597350246676,1597350246688
vehicle-count,1597350243569,1597350243578,1597350246671,1597350246693
vehicle-count,1597350244571,1597350244584,1597350246713,1597350246729
vehicle-count,1597350244571,1597350244589,1597350246713,1597350246729
vehicle-count,1597350243569,1597350243578,1597350246696,1597350246731
vehicle-count,1597350243568,1597350243578,1597350246696,1597350246731
emergency-stop-streaming,1597350245573,1597350245592,1597350246704,1597350246746
emergency-stop-streaming,1597350246575,1597350246581,1597350247718,1597350247749
emergency-stop-table,1597350246575,1597350246581,1597350247748,1597350247758
emergency-stop-streaming,1597350247583,1597350247591,1597350248722,1597350248735
emergency-stop-table,1597350248593,1597350248598,1597350249682,1597350249687
emergency-stop-streaming,1597350248593,1597350248598,1597350249730,1597350249735
emergency-stop-streaming,1597350249597,1597350249604,1597350250729,1597350250737
emergency-stop-table,1597350249597,1597350249604,1597350250757,1597350250761
vehicle-count,1597350247583,1597350247592,1597350251493,1597350251522
vehicle-count,1597350247583,1597350247591,1597350251493,1597350251522
vehicle-count,1597350247583,1597350247591,1597350251493,1597350251522
vehicle-count,1597350246575,1597350246581,1597350251509,1597350251534
vehicle-count,1597350245573,1597350245592,1597350251510,1597350251541
vehicle-count,1597350249597,1597350249604,1597350251510,1597350251542
vehicle-count,1597350248593,1597350248598,1597350251510,1597350251542
emergency-stop-table,1597350250599,1597350250605,1597350251685,1597350251693
delay-statistics,1597350248593,1597350248600,1597350251688,1597350251698
delay-statistics,1597350249598,1597350249604,1597350251681,1597350251703
delay-statistics,1597350245573,1597350245592,1597350251698,1597350251722
delay-statistics,1597350246575,1597350246581,1597350251700,1597350251723
delay-statistics,1597350247583,1597350247591,1597350251703,1597350251724
emergency-stop-streaming,1597350250599,1597350250605,1597350251716,1597350251735
emergency-stop-streaming,1597350251624,1597350251644,1597350252735,1597350253015
emergency-stop-table,1597350251624,1597350251644,1597350252760,1597350253015
emergency-stop-table,1597350252610,1597350253033,1597350253688,1597350253692
emergency-stop-streaming,1597350252610,1597350253033,1597350253729,1597350254220
emergency-stop-streaming,1597350253622,1597350253630,1597350254729,1597350255064
emergency-stop-table,1597350253622,1597350253630,1597350254805,1597350255064
emergency-stop-streaming,1597350254634,1597350255025,1597350255716,1597350255722
emergency-stop-table,1597350254634,1597350255025,1597350255797,1597350255801
delay-statistics,1597350252610,1597350253052,1597350256501,1597350256519
delay-statistics,1597350254634,1597350255065,1597350256505,1597350256520
delay-statistics,1597350250599,1597350250605,1597350256509,1597350256525
delay-statistics,1597350251624,1597350251642,1597350256512,1597350256525
delay-statistics,1597350253622,1597350253628,1597350256515,1597350256532
vehicle-count,1597350254634,1597350255025,1597350256574,1597350256622
vehicle-count,1597350253622,1597350253628,1597350256575,1597350256623
vehicle-count,1597350253622,1597350253630,1597350256575,1597350256623
vehicle-count,1597350250599,1597350250605,1597350256573,1597350256640
vehicle-count,1597350252610,1597350253033,1597350256574,1597350256646
vehicle-count,1597350251624,1597350251644,1597350256574,1597350256646
emergency-stop-streaming,1597350255639,1597350255644,1597350256731,1597350256746
