job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1591093906224,1595499578962,1595499579293,1595499579695,1595499579744
emergency-stop-table,1591093906248,1595499579425,1595499579467,1595499579764,1595499579846
emergency-stop-streaming,1591093906248,1595499579425,1595499579467,1595499579842,1595499579858
emergency-stop-table,1591093906224,1595499578962,1595499579293,1595499579846,1595499579864
emergency-stop-streaming,1591093906520,1595499580426,1595499580481,1595499581055,1595499581061
emergency-stop-table,1591093906520,1595499580426,1595499580481,1595499581172,1595499581309
emergency-stop-streaming,1591093906592,1595499581418,1595499581498,1595499582068,1595499582163
emergency-stop-table,1591093906592,1595499581418,1595499581498,1595499582281,1595499582289
emergency-stop-streaming,1591093906729,1595499582452,1595499582513,1595499582740,1595499582745
emergency-stop-table,1591093906729,1595499582452,1595499582513,1595499582883,1595499582886
emergency-stop-table,1591093906925,1595499583432,1595499583503,1595499583880,1595499583892
emergency-stop-streaming,1591093906925,1595499583432,1595499583503,1595499583920,1595499583950
emergency-stop-streaming,1591093907157,1595499584481,1595499584641,1595499585377,1595499585408
emergency-stop-table,1591093907157,1595499584481,1595499584641,1595499585463,1595499585468
emergency-stop-streaming,1591093907227,1595499585475,1595499585551,1595499585797,1595499585857
emergency-stop-table,1591093907227,1595499585475,1595499585551,1595499586043,1595499586046
emergency-stop-streaming,1591093907385,1595499586482,1595499586555,1595499586933,1595499586949
emergency-stop-table,1591093907385,1595499586482,1595499586555,1595499587060,1595499587073
emergency-stop-streaming,1591093907533,1595499587465,1595499587502,1595499587857,1595499587881
emergency-stop-table,1591093907533,1595499587465,1595499587502,1595499588158,1595499588262
emergency-stop-streaming,1591093907702,1595499588484,1595499588617,1595499588889,1595499588896
emergency-stop-table,1591093907702,1595499588484,1595499588617,1595499589018,1595499589031
emergency-stop-table,1591093907879,1595499589499,1595499589559,1595499590570,1595499590573
emergency-stop-streaming,1591093907879,1595499589499,1595499589559,1595499590571,1595499590583
emergency-stop-streaming,1591093908157,1595499590517,1595499590656,1595499591724,1595499591732
emergency-stop-table,1591093908157,1595499590517,1595499590656,1595499591761,1595499591765
emergency-stop-streaming,1591093908201,1595499591542,1595499591583,1595499591996,1595499592048
emergency-stop-table,1591093908201,1595499591542,1595499591583,1595499592020,1595499592053
emergency-stop-table,1591093908370,1595499592497,1595499592548,1595499593525,1595499593535
emergency-stop-streaming,1591093908370,1595499592497,1595499592548,1595499593587,1595499593594
emergency-stop-table,1591093908565,1595499593543,1595499593605,1595499595482,1595499595495
emergency-stop-streaming,1591093908565,1595499593543,1595499593605,1595499596170,1595499596369
emergency-stop-table,1591093908686,1595499594557,1595499594614,1595499596409,1595499596419
emergency-stop-streaming,1591093908686,1595499594557,1595499594614,1595499597452,1595499597456
emergency-stop-table,1591093908862,1595499595545,1595499595592,1595499598866,1595499598872
emergency-stop-streaming,1591093909157,1595499596578,1595499596653,1595499598878,1595499598886
emergency-stop-table,1591093909157,1595499596578,1595499596653,1595499600244,1595499600251
emergency-stop-streaming,1591093908862,1595499595545,1595499595592,1595499600248,1595499600257
emergency-stop-table,1591093909382,1595499598605,1595499598692,1595499600782,1595499600840
emergency-stop-table,1591093909224,1595499597567,1595499597643,1595499600936,1595499600949
emergency-stop-streaming,1591093909224,1595499597567,1595499597643,1595499601920,1595499601935
delay-statistics,1591093907155,1595499584481,1595499584643,1595499603090,1595499603104
delay-statistics,1591093906222,1595499578962,1595499579432,1595499603042,1595499603106
delay-statistics,1591093907383,1595499586482,1595499586557,1595499603136,1595499603141
delay-statistics,1591093909559,1595499599643,1595499599738,1595499603136,1595499603141
delay-statistics,1591093906246,1595499579425,1595499579510,1595499603140,1595499603143
delay-statistics,1591093909380,1595499598605,1595499598730,1595499603108,1595499603145
delay-statistics,1591093907531,1595499587465,1595499587501,1595499603109,1595499603145
delay-statistics,1591093906590,1595499581418,1595499581502,1595499603112,1595499603146
delay-statistics,1591093906727,1595499582462,1595499582514,1595499603116,1595499603146
delay-statistics,1591093906923,1595499583446,1595499583533,1595499603130,1595499603146
delay-statistics,1591093909155,1595499596592,1595499596658,1595499603150,1595499603156
delay-statistics,1591093908155,1595499590531,1595499590659,1595499603153,1595499603156
delay-statistics,1591093909727,1595499600628,1595499600768,1595499603154,1595499603161
delay-statistics,1591093907700,1595499588505,1595499588625,1595499603159,1595499603166
delay-statistics,1591093908684,1595499594557,1595499594617,1595499603161,1595499603168
delay-statistics,1591093906518,1595499580426,1595499580521,1595499603161,1595499603170
delay-statistics,1591093908860,1595499595545,1595499595679,1595499603163,1595499603170
delay-statistics,1591093908199,1595499591553,1595499591673,1595499603168,1595499603214
delay-statistics,1591093908368,1595499592508,1595499592598,1595499603171,1595499603214
delay-statistics,1591093907877,1595499589499,1595499589823,1595499603172,1595499603214
delay-statistics,1591093909222,1595499597567,1595499597651,1595499603175,1595499603214
delay-statistics,1591093907225,1595499585475,1595499585547,1595499603177,1595499603214
delay-statistics,1591093908563,1595499593549,1595499593612,1595499603186,1595499603215
delay-statistics,1591093909860,1595499601649,1595499601828,1595499603199,1595499603216
emergency-stop-streaming,1591093909382,1595499598605,1595499598692,1595499603516,1595499603532
vehicle-count,1591093907702,1595499588484,1595499588617,1595499603608,1595499603618
vehicle-count,1591093908862,1595499595545,1595499595592,1595499603648,1595499603680
vehicle-count,1591093908201,1595499591542,1595499591583,1595499603658,1595499603691
vehicle-count,1591093907879,1595499589499,1595499589559,1595499603659,1595499603691
vehicle-count,1591093909729,1595499600614,1595499600738,1595499603633,1595499603717
vehicle-count,1591093909560,1595499599625,1595499599726,1595499603638,1595499603718
vehicle-count,1591093906247,1595499579425,1595499579467,1595499603678,1595499603719
vehicle-count,1591093907384,1595499586482,1595499586592,1595499603613,1595499603723
vehicle-count,1591093907157,1595499584481,1595499584641,1595499603682,1595499603730
vehicle-count,1591093908157,1595499590517,1595499590656,1595499603686,1595499603733
vehicle-count,1591093909861,1595499601634,1595499601732,1595499603725,1595499603749
