job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1597410931177,1597410931185,1597410932224,1597410932301
emergency-stop-table,1597410931177,1597410931185,1597410932380,1597410932410
emergency-stop-streaming,1597410932179,1597410932297,1597410933291,1597410933308
emergency-stop-table,1597410932179,1597410932297,1597410933475,1597410933488
emergency-stop-streaming,1597410933179,1597410933315,1597410934323,1597410934328
emergency-stop-table,1597410933179,1597410933315,1597410934481,1597410934484
vehicle-count,1597410933179,1597410933315,1597410935310,1597410935317
vehicle-count,1597410932179,1597410932297,1597410935310,1597410935317
emergency-stop-streaming,1597410934179,1597410934185,1597410935324,1597410935332
vehicle-count,1597410931177,1597410931185,1597410935330,1597410935338
vehicle-count,1597410932178,1597410932302,1597410935335,1597410935352
delay-statistics,1597410932180,1597410932301,1597410935909,1597410935923
delay-statistics,1597410931179,1597410931185,1597410935910,1597410935923
delay-statistics,1597410933181,1597410933183,1597410935926,1597410935931
emergency-stop-table,1597410935180,1597410935182,1597410936483,1597410936487
emergency-stop-streaming,1597410937185,1597410937201,1597410938328,1597410938333
emergency-stop-table,1597410937185,1597410937201,1597410938481,1597410938636
emergency-stop-table,1597410938185,1597410938193,1597410939482,1597410939485
delay-statistics,1597410937186,1597410937189,1597410940292,1597410940296
delay-statistics,1597410934179,1597410934185,1597410940294,1597410940302
delay-statistics,1597410935181,1597410935187,1597410940295,1597410940302
delay-statistics,1597410936182,1597410936188,1597410940296,1597410940302
delay-statistics,1597410938186,1597410938191,1597410940297,1597410940302
vehicle-count,1597410938184,1597410938191,1597410940311,1597410940320
vehicle-count,1597410936182,1597410936188,1597410940315,1597410940322
emergency-stop-streaming,1597410939187,1597410939198,1597410940329,1597410940333
vehicle-count,1597410934179,1597410934185,1597410940318,1597410940343
vehicle-count,1597410938185,1597410938193,1597410940318,1597410940343
vehicle-count,1597410938185,1597410938193,1597410940318,1597410940343
vehicle-count,1597410937183,1597410937185,1597410940321,1597410940344
vehicle-count,1597410937185,1597410937201,1597410940321,1597410940344
vehicle-count,1597410937184,1597410937189,1597410940321,1597410940344
vehicle-count,1597410935180,1597410935182,1597410940321,1597410940344
emergency-stop-table,1597410939187,1597410939198,1597410940487,1597410940489
emergency-stop-streaming,1597410940189,1597410940193,1597410941333,1597410941496
emergency-stop-table,1597410940189,1597410940193,1597410941483,1597410941496
emergency-stop-streaming,1597410941189,1597410941217,1597410942332,1597410942342
emergency-stop-table,1597410941189,1597410941217,1597410942484,1597410942497
emergency-stop-streaming,1597410942190,1597410942195,1597410943333,1597410943336
emergency-stop-table,1597410942190,1597410942195,1597410943485,1597410943489
emergency-stop-streaming,1597410943190,1597410943193,1597410944334,1597410944339
emergency-stop-table,1597410943190,1597410943193,1597410944489,1597410944493
vehicle-count,1597410939185,1597410939193,1597410945258,1597410945266
vehicle-count,1597410942190,1597410942195,1597410945258,1597410945267
vehicle-count,1597410941189,1597410941217,1597410945258,1597410945267
vehicle-count,1597410940189,1597410940193,1597410945258,1597410945267
vehicle-count,1597410939187,1597410939198,1597410945258,1597410945275
vehicle-count,1597410939186,1597410939198,1597410945258,1597410945275
vehicle-count,1597410943190,1597410943193,1597410945262,1597410945277
emergency-stop-streaming,1597410944191,1597410944194,1597410945335,1597410945350
emergency-stop-table,1597410944191,1597410944194,1597410945491,1597410945495
delay-statistics,1597410940190,1597410940193,1597410945897,1597410945904
delay-statistics,1597410939187,1597410939191,1597410945897,1597410945907
delay-statistics,1597410941190,1597410941217,1597410945898,1597410945907
delay-statistics,1597410943191,1597410943198,1597410945899,1597410945907
delay-statistics,1597410942191,1597410942195,1597410945902,1597410945909
emergency-stop-streaming,1597410945197,1597410945207,1597410946354,1597410946366
emergency-stop-table,1597410945197,1597410945207,1597410946492,1597410946500
emergency-stop-streaming,1597410946198,1597410946207,1597410947355,1597410947358
emergency-stop-table,1597410946198,1597410946207,1597410947593,1597410947597
emergency-stop-streaming,1597410947199,1597410947211,1597410948355,1597410948362
emergency-stop-table,1597410947199,1597410947211,1597410948594,1597410948608
emergency-stop-streaming,1597410948200,1597410948207,1597410949357,1597410949365
emergency-stop-table,1597410948200,1597410948207,1597410949390,1597410949402
vehicle-count,1597410947199,1597410947211,1597410950175,1597410950205
vehicle-count,1597410948200,1597410948207,1597410950174,1597410950206
vehicle-count,1597410946198,1597410946207,1597410950174,1597410950206
vehicle-count,1597410944191,1597410944196,1597410950174,1597410950207
vehicle-count,1597410944191,1597410944194,1597410950174,1597410950207
vehicle-count,1597410946198,1597410946207,1597410950173,1597410950209
vehicle-count,1597410945197,1597410945207,1597410950173,1597410950209
delay-statistics,1597410946198,1597410946205,1597410950304,1597410950315
delay-statistics,1597410944192,1597410944198,1597410950304,1597410950317
delay-statistics,1597410945197,1597410945202,1597410950305,1597410950317
delay-statistics,1597410947201,1597410947211,1597410950307,1597410950324
delay-statistics,1597410948200,1597410948206,1597410950307,1597410950324
emergency-stop-streaming,1597410949200,1597410949205,1597410950359,1597410950380
