job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-table,1591093906520,1595431634869,1595431634890,1595431635218,1595431635272
emergency-stop-streaming,1591093906520,1595431634869,1595431634890,1595431635267,1595431635305
emergency-stop-table,1591093907157,1595431635889,1595431635938,1595431636262,1595431636286
emergency-stop-streaming,1591093907157,1595431635889,1595431635938,1595431636302,1595431636314
emergency-stop-streaming,1591093907816,1595431636877,1595431636896,1595431637216,1595431637223
emergency-stop-table,1591093907816,1595431636877,1595431636896,1595431637279,1595431637283
emergency-stop-streaming,1591093908381,1595431637883,1595431637905,1595431638225,1595431638235
emergency-stop-table,1591093908381,1595431637883,1595431637905,1595431638274,1595431638277
emergency-stop-streaming,1591093909157,1595431638887,1595431638902,1595431639462,1595431639465
emergency-stop-table,1591093909157,1595431638887,1595431638902,1595431639463,1595431639471
emergency-stop-streaming,1591093909757,1595431639890,1595431639968,1595431640287,1595431640294
emergency-stop-table,1591093909757,1595431639890,1595431639968,1595431640338,1595431640361
vehicle-count,1591093906519,1595431634865,1595431634893,1595431640781,1595431640806
vehicle-count,1591093908381,1595431637883,1595431637905,1595431640782,1595431640806
vehicle-count,1591093909156,1595431638884,1595431638900,1595431640866,1595431640883
vehicle-count,1591093909157,1595431638887,1595431638902,1595431640913,1595431640923
vehicle-count,1591093909757,1595431639890,1595431639968,1595431640935,1595431640948
vehicle-count,1591093906520,1595431634869,1595431634890,1595431640935,1595431640949
vehicle-count,1591093907816,1595431636877,1595431636896,1595431640935,1595431640949
vehicle-count,1591093907157,1595431635889,1595431635938,1595431640937,1595431640949
emergency-stop-table,1591093910385,1595431640902,1595431640928,1595431641131,1595431641140
emergency-stop-streaming,1591093910385,1595431640902,1595431640928,1595431641258,1595431641281
delay-statistics,1591093908379,1595431637883,1595431637910,1595431641904,1595431641935
delay-statistics,1591093909155,1595431638887,1595431638903,1595431641905,1595431641935
delay-statistics,1591093909755,1595431639906,1595431639966,1595431641906,1595431641936
delay-statistics,1591093906518,1595431634870,1595431634892,1595431641907,1595431641936
delay-statistics,1591093907155,1595431635889,1595431635951,1595431641917,1595431641936
delay-statistics,1591093907814,1595431636882,1595431636892,1595431641910,1595431641952
emergency-stop-streaming,1591093911157,1595431641897,1595431641916,1595431642456,1595431642484
emergency-stop-table,1591093911157,1595431641897,1595431641916,1595431642550,1595431642553
emergency-stop-streaming,1591093911862,1595431642928,1595431642984,1595431643321,1595431643333
emergency-stop-table,1591093911862,1595431642928,1595431642984,1595431643398,1595431643400
emergency-stop-table,1591093912340,1595431643947,1595431643994,1595431644255,1595431644258
emergency-stop-streaming,1591093912340,1595431643947,1595431643994,1595431644312,1595431644325
emergency-stop-streaming,1591093913157,1595431644971,1595431645023,1595431645432,1595431645452
emergency-stop-table,1591093913157,1595431644971,1595431645023,1595431645969,1595431645982
emergency-stop-streaming,1591093913644,1595431646021,1595431646142,1595431646531,1595431646534
emergency-stop-table,1591093913644,1595431646021,1595431646142,1595431646542,1595431646555
emergency-stop-streaming,1591093914382,1595431646991,1595431647024,1595431647345,1595431647352
emergency-stop-table,1591093914382,1595431646991,1595431647024,1595431647503,1595431647508
vehicle-count,1591093913156,1595431644971,1595431645019,1595431648090,1595431648099
vehicle-count,1591093913157,1595431644971,1595431645023,1595431648105,1595431648117
vehicle-count,1591093913644,1595431646021,1595431646142,1595431648112,1595431648124
vehicle-count,1591093914382,1595431646991,1595431647024,1595431648127,1595431648149
vehicle-count,1591093910385,1595431640902,1595431640928,1595431648127,1595431648149
vehicle-count,1591093912339,1595431643947,1595431643982,1595431648143,1595431648151
vehicle-count,1591093910384,1595431640897,1595431640925,1595431648136,1595431648154
vehicle-count,1591093913643,1595431646021,1595431646142,1595431648147,1595431648166
vehicle-count,1591093911157,1595431641897,1595431641916,1595431648164,1595431648179
vehicle-count,1591093911862,1595431642928,1595431642984,1595431648165,1595431648180
vehicle-count,1591093912340,1595431643947,1595431643994,1595431648180,1595431648193
emergency-stop-table,1591093915157,1595431648000,1595431648021,1595431648572,1595431648574
emergency-stop-streaming,1591093915157,1595431648000,1595431648021,1595431648705,1595431648715
delay-statistics,1591093910383,1595431640902,1595431640931,1595431648978,1595431648988
delay-statistics,1591093911860,1595431642928,1595431642985,1595431648979,1595431648988
delay-statistics,1591093914380,1595431646991,1595431647024,1595431648979,1595431648988
delay-statistics,1591093913155,1595431644971,1595431645022,1595431648980,1595431648988
delay-statistics,1591093912338,1595431643947,1595431643992,1595431648990,1595431649004
