job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-table,1591093907157,1595491885609,1595491885627,1595491885925,1595491885986
emergency-stop-streaming,1591093907157,1595491885609,1595491885627,1595491886074,1595491886141
emergency-stop-streaming,1591093908157,1595491886607,1595491886621,1595491886810,1595491886831
emergency-stop-table,1591093908157,1595491886607,1595491886621,1595491886928,1595491886962
emergency-stop-streaming,1591093909157,1595491887612,1595491887662,1595491887801,1595491887817
emergency-stop-table,1591093909157,1595491887612,1595491887662,1595491887934,1595491887961
emergency-stop-streaming,1591093910157,1595491888617,1595491888625,1595491888890,1595491888898
emergency-stop-table,1591093910157,1595491888617,1595491888625,1595491888893,1595491888908
vehicle-count,1591093907156,1595491885609,1595491885627,1595491888904,1595491888948
vehicle-count,1591093908156,1595491886607,1595491886612,1595491888941,1595491888950
vehicle-count,1591093907155,1595491885603,1595491885612,1595491888953,1595491888993
vehicle-count,1591093908157,1595491886607,1595491886621,1595491889017,1595491889028
vehicle-count,1591093907157,1595491885609,1595491885627,1595491889020,1595491889028
vehicle-count,1591093909157,1595491887612,1595491887662,1595491889020,1595491889028
delay-statistics,1591093907155,1595491885609,1595491885629,1595491890107,1595491890124
delay-statistics,1591093908155,1595491886607,1595491886619,1595491890108,1595491890124
delay-statistics,1591093909155,1595491887612,1595491887668,1595491890125,1595491890132
emergency-stop-streaming,1591093911157,1595491889624,1595491889641,1595491890121,1595491890135
emergency-stop-table,1591093911157,1595491889624,1595491889641,1595491890197,1595491890211
emergency-stop-table,1591093912157,1595491890631,1595491890636,1595491891012,1595491891042
emergency-stop-streaming,1591093912157,1595491890631,1595491890636,1595491891104,1595491891112
emergency-stop-streaming,1591093913157,1595491891632,1595491891641,1595491891871,1595491891887
emergency-stop-table,1591093913157,1595491891632,1595491891641,1595491891994,1595491892009
emergency-stop-streaming,1591093914171,1595491892641,1595491892654,1595491892930,1595491892933
emergency-stop-table,1591093914171,1595491892641,1595491892654,1595491893017,1595491893085
vehicle-count,1591093912157,1595491890631,1595491890636,1595491893935,1595491893971
vehicle-count,1591093910157,1595491888617,1595491888625,1595491893946,1595491893995
vehicle-count,1591093913157,1595491891632,1595491891641,1595491893949,1595491893996
vehicle-count,1591093914170,1595491892641,1595491892657,1595491893951,1595491893996
vehicle-count,1591093911156,1595491889624,1595491889657,1595491893975,1595491894010
vehicle-count,1591093911157,1595491889624,1595491889641,1595491893980,1595491894012
vehicle-count,1591093914171,1595491892641,1595491892654,1595491893981,1595491894012
vehicle-count,1591093912156,1595491890631,1595491890636,1595491893991,1595491894015
vehicle-count,1591093910156,1595491888617,1595491888622,1595491893993,1595491894015
emergency-stop-streaming,1591093915173,1595491893645,1595491893940,1595491894058,1595491894071
emergency-stop-table,1591093915173,1595491893645,1595491893940,1595491894303,1595491894320
delay-statistics,1591093913155,1595491891633,1595491891645,1595491894886,1595491894916
delay-statistics,1591093910155,1595491888617,1595491888637,1595491894918,1595491894955
delay-statistics,1591093911155,1595491889624,1595491889642,1595491894919,1595491894956
delay-statistics,1591093912155,1595491890631,1595491890637,1595491894934,1595491894956
