job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1597755244582,1597755244586,1597755245586,1597755245664
emergency-stop-table,1597755244582,1597755244586,1597755245685,1597755245732
emergency-stop-streaming,1597755245584,1597755245593,1597755246608,1597755246678
emergency-stop-table,1597755245584,1597755245593,1597755246660,1597755246683
emergency-stop-streaming,1597755246585,1597755246591,1597755247664,1597755247674
emergency-stop-table,1597755246585,1597755246591,1597755247673,1597755247689
emergency-stop-table,1597755247585,1597755247598,1597755248550,1597755248563
emergency-stop-streaming,1597755247585,1597755247598,1597755248655,1597755248689
delay-statistics,1597755246587,1597755246614,1597755248725,1597755248734
delay-statistics,1597755244582,1597755244591,1597755248737,1597755248758
delay-statistics,1597755245584,1597755245593,1597755248738,1597755248759
vehicle-count,1597755245584,1597755245593,1597755249048,1597755249055
vehicle-count,1597755244582,1597755244586,1597755249058,1597755249077
vehicle-count,1597755246585,1597755246591,1597755249058,1597755249077
emergency-stop-table,1597755249589,1597755249593,1597755251006,1597755251017
emergency-stop-streaming,1597755250592,1597755250598,1597755251740,1597755251748
emergency-stop-table,1597755250592,1597755250598,1597755251750,1597755251756
emergency-stop-table,1597755251594,1597755251599,1597755252633,1597755252646
emergency-stop-streaming,1597755251594,1597755251599,1597755252841,1597755252855
emergency-stop-streaming,1597755252594,1597755252600,1597755253708,1597755253718
vehicle-count,1597755250592,1597755250598,1597755253737,1597755253753
vehicle-count,1597755248586,1597755248592,1597755253746,1597755253769
vehicle-count,1597755247585,1597755247598,1597755253762,1597755253780
vehicle-count,1597755248586,1597755248592,1597755253764,1597755253780
vehicle-count,1597755248587,1597755248592,1597755253767,1597755253782
vehicle-count,1597755251594,1597755251599,1597755253780,1597755253789
vehicle-count,1597755249587,1597755249593,1597755253793,1597755253801
vehicle-count,1597755249588,1597755249591,1597755253794,1597755253801
vehicle-count,1597755249589,1597755249593,1597755253788,1597755253807
delay-statistics,1597755247586,1597755247597,1597755253804,1597755253818
delay-statistics,1597755248587,1597755248592,1597755253806,1597755253818
delay-statistics,1597755249589,1597755249593,1597755253807,1597755253818
delay-statistics,1597755251594,1597755251602,1597755253810,1597755253819
delay-statistics,1597755250592,1597755250598,1597755253816,1597755253823
emergency-stop-table,1597755252594,1597755252600,1597755254303,1597755254339
emergency-stop-table,1597755253595,1597755253600,1597755255364,1597755255371
emergency-stop-streaming,1597755253595,1597755253600,1597755255393,1597755255401
emergency-stop-streaming,1597755254596,1597755254616,1597755256233,1597755256246
emergency-stop-streaming,1597755255597,1597755255727,1597755257081,1597755257088
emergency-stop-table,1597755254596,1597755254616,1597755257161,1597755257168
emergency-stop-table,1597755255597,1597755255727,1597755258265,1597755258276
delay-statistics,1597755256600,1597755256606,1597755258568,1597755258573
delay-statistics,1597755252594,1597755252600,1597755258568,1597755258573
delay-statistics,1597755254596,1597755254616,1597755258569,1597755258573
delay-statistics,1597755253595,1597755253601,1597755258568,1597755258581
delay-statistics,1597755255597,1597755255726,1597755258581,1597755258589
vehicle-count,1597755254596,1597755254616,1597755258664,1597755258697
vehicle-count,1597755255597,1597755255727,1597755258666,1597755258698
vehicle-count,1597755255597,1597755255726,1597755258667,1597755258698
vehicle-count,1597755256600,1597755256606,1597755258668,1597755258702
vehicle-count,1597755252594,1597755252600,1597755258674,1597755258703
vehicle-count,1597755253595,1597755253600,1597755258690,1597755258710
emergency-stop-streaming,1597755256600,1597755256606,1597755259431,1597755259444
emergency-stop-streaming,1597755257600,1597755257763,1597755260577,1597755260615
emergency-stop-streaming,1597755258601,1597755258605,1597755261326,1597755261450
emergency-stop-table,1597755258601,1597755258605,1597755262673,1597755262687
emergency-stop-streaming,1597755259601,1597755259606,1597755262780,1597755262787
emergency-stop-table,1597755256600,1597755256606,1597755262947,1597755262958
delay-statistics,1597755261604,1597755261628,1597755263625,1597755263652
delay-statistics,1597755260604,1597755260612,1597755263629,1597755263652
delay-statistics,1597755259601,1597755259610,1597755263630,1597755263652
emergency-stop-streaming,1597755260604,1597755260615,1597755263651,1597755263665
vehicle-count,1597755258600,1597755258603,1597755263668,1597755263679
vehicle-count,1597755258601,1597755258605,1597755263669,1597755263680
vehicle-count,1597755260603,1597755260613,1597755263670,1597755263680
vehicle-count,1597755260604,1597755260615,1597755263671,1597755263689
vehicle-count,1597755258600,1597755258605,1597755263671,1597755263689
delay-statistics,1597755258601,1597755258605,1597755263676,1597755263690
vehicle-count,1597755261604,1597755261629,1597755263671,1597755263697
vehicle-count,1597755259601,1597755259606,1597755263675,1597755263699
vehicle-count,1597755257600,1597755257763,1597755263666,1597755263707
vehicle-count,1597755261604,1597755261635,1597755263667,1597755263707
delay-statistics,1597755257601,1597755257762,1597755263689,1597755263715
emergency-stop-table,1597755259601,1597755259606,1597755264485,1597755264491
emergency-stop-table,1597755257600,1597755257763,1597755264993,1597755265018
emergency-stop-streaming,1597755262604,1597755262609,1597755267139,1597755267153
delay-statistics,1597755264610,1597755264615,1597755268688,1597755268699
delay-statistics,1597755265610,1597755265615,1597755268697,1597755268712
delay-statistics,1597755266619,1597755266629,1597755268698,1597755268712
delay-statistics,1597755262605,1597755262609,1597755268708,1597755268720
delay-statistics,1597755263608,1597755263613,1597755268712,1597755268721
vehicle-count,1597755263607,1597755263613,1597755268760,1597755268812
vehicle-count,1597755262604,1597755262607,1597755268761,1597755268813
vehicle-count,1597755266617,1597755266619,1597755268766,1597755268813
vehicle-count,1597755263606,1597755263609,1597755268765,1597755268828
vehicle-count,1597755262604,1597755262609,1597755268765,1597755268831
vehicle-count,1597755264609,1597755264613,1597755268773,1597755268831
vehicle-count,1597755265610,1597755265618,1597755268774,1597755268832
vehicle-count,1597755266613,1597755266619,1597755268787,1597755268833
emergency-stop-table,1597755261604,1597755261635,1597755269130,1597755269142
emergency-stop-streaming,1597755261604,1597755261635,1597755269279,1597755269289
emergency-stop-streaming,1597755265610,1597755265618,1597755270786,1597755270799
emergency-stop-table,1597755260604,1597755260615,1597755271353,1597755271360
emergency-stop-streaming,1597755266617,1597755266619,1597755271511,1597755271523
emergency-stop-streaming,1597755263607,1597755263613,1597755272967,1597755272978
emergency-stop-streaming,1597755268614,1597755268617,1597755273043,1597755273058
emergency-stop-streaming,1597755269617,1597755269634,1597755273549,1597755273565
delay-statistics,1597755270619,1597755270627,1597755273695,1597755273704
delay-statistics,1597755271619,1597755271624,1597755273696,1597755273705
delay-statistics,1597755268616,1597755268620,1597755273702,1597755273713
delay-statistics,1597755269617,1597755269634,1597755273704,1597755273714
delay-statistics,1597755267614,1597755267619,1597755273701,1597755273725
vehicle-count,1597755268614,1597755268618,1597755273789,1597755273809
vehicle-count,1597755269617,1597755269634,1597755273788,1597755273820
vehicle-count,1597755270618,1597755270623,1597755273790,1597755273821
vehicle-count,1597755268614,1597755268617,1597755273795,1597755273825
vehicle-count,1597755271619,1597755271626,1597755273795,1597755273825
vehicle-count,1597755267614,1597755267619,1597755273796,1597755273826
vehicle-count,1597755267614,1597755267618,1597755273819,1597755273836
emergency-stop-streaming,1597755270618,1597755270623,1597755274010,1597755274019
emergency-stop-streaming,1597755271619,1597755271626,1597755274097,1597755274106
emergency-stop-streaming,1597755264609,1597755264613,1597755274774,1597755274781
emergency-stop-streaming,1597755272621,1597755272631,1597755275489,1597755275497
emergency-stop-table,1597755262604,1597755262609,1597755275775,1597755275781
emergency-stop-table,1597755263607,1597755263613,1597755276782,1597755276801
emergency-stop-streaming,1597755274622,1597755274629,1597755277779,1597755277789
emergency-stop-table,1597755264609,1597755264613,1597755277965,1597755277980
emergency-stop-streaming,1597755267614,1597755267619,1597755277972,1597755277980
delay-statistics,1597755276627,1597755276632,1597755278743,1597755278751
delay-statistics,1597755274622,1597755274628,1597755278746,1597755278761
delay-statistics,1597755272622,1597755272626,1597755278756,1597755278768
delay-statistics,1597755273622,1597755273630,1597755278758,1597755278768
delay-statistics,1597755275627,1597755275632,1597755278775,1597755278785
vehicle-count,1597755276627,1597755276632,1597755278806,1597755278815
vehicle-count,1597755272621,1597755272631,1597755278820,1597755278832
vehicle-count,1597755273622,1597755273626,1597755278817,1597755278835
vehicle-count,1597755274622,1597755274629,1597755278817,1597755278835
vehicle-count,1597755275627,1597755275632,1597755278820,1597755278838
emergency-stop-table,1597755265610,1597755265618,1597755279475,1597755279481
emergency-stop-streaming,1597755276627,1597755276632,1597755280299,1597755280302
emergency-stop-table,1597755266617,1597755266619,1597755281723,1597755281732
emergency-stop-table,1597755267614,1597755267619,1597755282448,1597755282462
emergency-stop-streaming,1597755278631,1597755278639,1597755282986,1597755282990
emergency-stop-streaming,1597755273622,1597755273626,1597755283293,1597755283307
vehicle-count,1597755281632,1597755281644,1597755283612,1597755283654
vehicle-count,1597755280632,1597755280650,1597755283613,1597755283655
vehicle-count,1597755281632,1597755281644,1597755283633,1597755283663
vehicle-count,1597755279630,1597755279633,1597755283633,1597755283663
vehicle-count,1597755278631,1597755278639,1597755283622,1597755283675
