job,event_timestamp,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1591093907157,1595489514311,1595489514324,1595489515503,1595489515565
emergency-stop-table,1591093907157,1595489514311,1595489514324,1595489515678,1595489515737
emergency-stop-streaming,1591093908157,1595489515312,1595489515326,1595489516501,1595489516544
emergency-stop-table,1591093908157,1595489515312,1595489515326,1595489516658,1595489516684
emergency-stop-streaming,1591093909157,1595489516314,1595489516329,1595489517512,1595489517521
emergency-stop-table,1591093909157,1595489516314,1595489516329,1595489517668,1595489517706
emergency-stop-streaming,1591093910157,1595489517316,1595489517322,1595489518519,1595489518531
vehicle-count,1591093908156,1595489515312,1595489515326,1595489518642,1595489518684
vehicle-count,1591093908157,1595489515312,1595489515326,1595489518694,1595489518706
vehicle-count,1591093908155,1595489515312,1595489515323,1595489518708,1595489518715
emergency-stop-table,1591093910157,1595489517316,1595489517322,1595489518701,1595489518715
vehicle-count,1591093907157,1595489514311,1595489514324,1595489518723,1595489518732
vehicle-count,1591093909157,1595489516314,1595489516329,1595489518723,1595489518733
delay-statistics,1591093909155,1595489516314,1595489516327,1595489519126,1595489519151
delay-statistics,1591093907155,1595489514311,1595489514320,1595489519125,1595489519154
delay-statistics,1591093908155,1595489515312,1595489515319,1595489519127,1595489519154
emergency-stop-streaming,1591093911157,1595489518320,1595489518336,1595489519492,1595489519513
emergency-stop-table,1591093911157,1595489518320,1595489518336,1595489519664,1595489519680
emergency-stop-streaming,1591093912157,1595489519319,1595489519331,1595489520513,1595489520540
emergency-stop-table,1591093912157,1595489519319,1595489519331,1595489520665,1595489520678
emergency-stop-streaming,1591093913157,1595489520321,1595489520332,1595489521548,1595489521643
emergency-stop-table,1591093913157,1595489520321,1595489520332,1595489521721,1595489521744
emergency-stop-table,1591093914157,1595489521322,1595489521338,1595489522471,1595489522513
emergency-stop-streaming,1591093914157,1595489521322,1595489521338,1595489522615,1595489522628
emergency-stop-table,1591093915157,1595489522324,1595489522340,1595489523509,1595489523516
vehicle-count,1591093913157,1595489520321,1595489520332,1595489523609,1595489523615
vehicle-count,1591093910157,1595489517316,1595489517322,1595489523610,1595489523616
emergency-stop-streaming,1591093915157,1595489522324,1595489522340,1595489523605,1595489523618
vehicle-count,1591093910155,1595489517315,1595489517322,1595489523649,1595489523689
vehicle-count,1591093911157,1595489518320,1595489518336,1595489523659,1595489523690
vehicle-count,1591093914157,1595489521322,1595489521338,1595489523663,1595489523691
delay-statistics,1591093910155,1595489517316,1595489517325,1595489523684,1595489523700
delay-statistics,1591093914155,1595489521322,1595489521332,1595489523686,1595489523700
vehicle-count,1591093912157,1595489519319,1595489519331,1595489523676,1595489523702
vehicle-count,1591093910156,1595489517316,1595489517322,1595489523685,1595489523704
delay-statistics,1591093911155,1595489518320,1595489518325,1595489523687,1595489523710
delay-statistics,1591093912155,1595489519319,1595489519326,1595489523688,1595489523710
delay-statistics,1591093913155,1595489520321,1595489520332,1595489523697,1595489523728
emergency-stop-table,1591093916157,1595489523326,1595489523339,1595489524492,1595489524497
emergency-stop-streaming,1591093916157,1595489523326,1595489523339,1595489524603,1595489524619
