job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1597750532905,1597750532914,1597750533926,1597750533964
emergency-stop-table,1597750532905,1597750532914,1597750533929,1597750533975
emergency-stop-streaming,1597750533904,1597750533912,1597750534932,1597750534948
emergency-stop-streaming,1597750534907,1597750534910,1597750535872,1597750535880
emergency-stop-table,1597750534907,1597750534910,1597750536021,1597750536028
vehicle-count,1597750533904,1597750533912,1597750536903,1597750536921
vehicle-count,1597750532905,1597750532914,1597750536906,1597750536922
vehicle-count,1597750534907,1597750534910,1597750536906,1597750536922
delay-statistics,1597750532905,1597750532915,1597750536997,1597750537017
delay-statistics,1597750533904,1597750533910,1597750537008,1597750537023
emergency-stop-table,1597750535909,1597750535922,1597750537006,1597750537030
delay-statistics,1597750534907,1597750534913,1597750537027,1597750537044
emergency-stop-streaming,1597750536909,1597750536929,1597750537770,1597750537832
emergency-stop-table,1597750536909,1597750536929,1597750538027,1597750538034
emergency-stop-table,1597750537911,1597750537921,1597750538924,1597750538970
emergency-stop-streaming,1597750537911,1597750537921,1597750539059,1597750539066
emergency-stop-table,1597750538911,1597750538918,1597750539883,1597750539892
emergency-stop-streaming,1597750538911,1597750538918,1597750540063,1597750540075
emergency-stop-table,1597750539915,1597750539922,1597750540949,1597750540959
emergency-stop-streaming,1597750539915,1597750539922,1597750541127,1597750541380
emergency-stop-table,1597750540915,1597750540921,1597750541924,1597750541929
vehicle-count,1597750535909,1597750535922,1597750541962,1597750541966
vehicle-count,1597750538911,1597750538918,1597750541957,1597750541972
vehicle-count,1597750539914,1597750539920,1597750541958,1597750541972
vehicle-count,1597750536908,1597750536929,1597750541934,1597750541986
vehicle-count,1597750537910,1597750537915,1597750541974,1597750541988
vehicle-count,1597750539912,1597750539918,1597750541936,1597750541993
delay-statistics,1597750535909,1597750535930,1597750541980,1597750542011
delay-statistics,1597750536909,1597750536921,1597750541982,1597750542012
delay-statistics,1597750537911,1597750537921,1597750541982,1597750542012
delay-statistics,1597750539915,1597750539920,1597750541986,1597750542013
delay-statistics,1597750538912,1597750538916,1597750541983,1597750542014
vehicle-count,1597750535907,1597750535930,1597750541991,1597750542024
vehicle-count,1597750536909,1597750536921,1597750541992,1597750542024
vehicle-count,1597750536909,1597750536929,1597750541994,1597750542025
vehicle-count,1597750539915,1597750539922,1597750541998,1597750542032
vehicle-count,1597750537911,1597750537921,1597750542002,1597750542033
vehicle-count,1597750535908,1597750535922,1597750542006,1597750542034
vehicle-count,1597750537911,1597750537917,1597750542007,1597750542034
emergency-stop-streaming,1597750540915,1597750540921,1597750542097,1597750542129
emergency-stop-streaming,1597750541917,1597750541925,1597750543038,1597750543050
emergency-stop-table,1597750541917,1597750541925,1597750543090,1597750543098
emergency-stop-streaming,1597750542918,1597750542943,1597750544170,1597750544187
emergency-stop-table,1597750542918,1597750542943,1597750544947,1597750544964
emergency-stop-streaming,1597750544919,1597750544930,1597750546263,1597750546387
emergency-stop-table,1597750543919,1597750543923,1597750546480,1597750546484
delay-statistics,1597750541917,1597750541925,1597750546886,1597750546901
delay-statistics,1597750543919,1597750543922,1597750546888,1597750546901
delay-statistics,1597750544919,1597750544933,1597750546890,1597750546907
delay-statistics,1597750540915,1597750540919,1597750546890,1597750546907
delay-statistics,1597750542918,1597750542943,1597750546891,1597750546907
vehicle-count,1597750542918,1597750542943,1597750546969,1597750546984
vehicle-count,1597750543918,1597750543923,1597750546970,1597750546985
vehicle-count,1597750543919,1597750543923,1597750546971,1597750546985
vehicle-count,1597750544919,1597750544930,1597750546979,1597750546998
vehicle-count,1597750540915,1597750540921,1597750546985,1597750547006
vehicle-count,1597750542918,1597750542941,1597750546953,1597750547019
vehicle-count,1597750544919,1597750544933,1597750546985,1597750547021
vehicle-count,1597750541917,1597750541925,1597750547004,1597750547028
emergency-stop-streaming,1597750543919,1597750543923,1597750547320,1597750547351
emergency-stop-table,1597750544919,1597750544930,1597750547754,1597750547761
emergency-stop-streaming,1597750545921,1597750545927,1597750547960,1597750547966
emergency-stop-table,1597750545921,1597750545927,1597750548479,1597750548490
emergency-stop-table,1597750546922,1597750546927,1597750550236,1597750550246
emergency-stop-streaming,1597750547923,1597750547929,1597750550368,1597750550376
emergency-stop-streaming,1597750548924,1597750548929,1597750551756,1597750551767
vehicle-count,1597750546922,1597750546927,1597750552063,1597750552083
vehicle-count,1597750547923,1597750547929,1597750552063,1597750552083
vehicle-count,1597750548924,1597750548929,1597750552065,1597750552085
vehicle-count,1597750545921,1597750545927,1597750552060,1597750552086
vehicle-count,1597750549924,1597750549928,1597750552060,1597750552087
vehicle-count,1597750547923,1597750547925,1597750552070,1597750552104
vehicle-count,1597750547922,1597750547924,1597750552079,1597750552106
delay-statistics,1597750545922,1597750545925,1597750552094,1597750552113
delay-statistics,1597750546922,1597750546932,1597750552094,1597750552113
delay-statistics,1597750549924,1597750549929,1597750552090,1597750552113
delay-statistics,1597750548924,1597750548927,1597750552092,1597750552114
delay-statistics,1597750547923,1597750547929,1597750552092,1597750552114
emergency-stop-table,1597750547923,1597750547929,1597750552453,1597750552457
emergency-stop-streaming,1597750546922,1597750546927,1597750552327,1597750552475
emergency-stop-table,1597750548924,1597750548929,1597750553567,1597750553576
emergency-stop-streaming,1597750551928,1597750551953,1597750556692,1597750556706
delay-statistics,1597750552928,1597750552933,1597750556908,1597750556914
