job,ingress_ingestion_timestamp,ingress_consumption_timestamp,egress_ingestion_timestamp,egress_consumption_timestamp
emergency-stop-streaming,1597407311254,1597407311278,1597407312278,1597407312364
emergency-stop-table,1597407311254,1597407311278,1597407312443,1597407312647
emergency-stop-streaming,1597407313339,1597407313361,1597407314176,1597407314260
delay-statistics,1597407313339,1597407313360,1597407315362,1597407315377
delay-statistics,1597407312357,1597407312369,1597407315386,1597407315396
delay-statistics,1597407311254,1597407311274,1597407315378,1597407315405
emergency-stop-table,1597407314379,1597407314398,1597407315637,1597407315659
emergency-stop-streaming,1597407314379,1597407314398,1597407315764,1597407315790
vehicle-count,1597407311254,1597407311278,1597407316070,1597407316079
vehicle-count,1597407313339,1597407313361,1597407316109,1597407316131
vehicle-count,1597407312356,1597407312367,1597407316273,1597407316292
emergency-stop-streaming,1597407315360,1597407315368,1597407316364,1597407316390
emergency-stop-table,1597407315360,1597407315368,1597407316457,1597407316488
emergency-stop-streaming,1597407316371,1597407316387,1597407317572,1597407317606
emergency-stop-table,1597407316371,1597407316387,1597407317686,1597407317700
emergency-stop-streaming,1597407317474,1597407317498,1597407318397,1597407318418
emergency-stop-table,1597407317474,1597407317498,1597407318479,1597407318485
emergency-stop-streaming,1597407318433,1597407318450,1597407319615,1597407319639
emergency-stop-table,1597407318433,1597407318450,1597407319726,1597407319749
delay-statistics,1597407317474,1597407317487,1597407320779,1597407320793
delay-statistics,1597407319439,1597407319522,1597407320785,1597407320794
delay-statistics,1597407318433,1597407318450,1597407320797,1597407320805
delay-statistics,1597407315360,1597407315368,1597407320773,1597407320805
delay-statistics,1597407316371,1597407316391,1597407320790,1597407320806
delay-statistics,1597407314379,1597407314397,1597407320815,1597407320838
vehicle-count,1597407315360,1597407315369,1597407321551,1597407321566
vehicle-count,1597407314379,1597407314398,1597407321552,1597407321580
vehicle-count,1597407316371,1597407316391,1597407321553,1597407321581
vehicle-count,1597407316371,1597407316387,1597407321553,1597407321581
vehicle-count,1597407317473,1597407317494,1597407321528,1597407321619
vehicle-count,1597407317474,1597407317498,1597407321528,1597407321619
vehicle-count,1597407315360,1597407315368,1597407321561,1597407321620
vehicle-count,1597407315360,1597407315368,1597407321561,1597407321620
vehicle-count,1597407319439,1597407319523,1597407321563,1597407321621
vehicle-count,1597407318433,1597407318450,1597407321564,1597407321621
vehicle-count,1597407314379,1597407314401,1597407321563,1597407321644
vehicle-count,1597407314379,1597407314398,1597407321563,1597407321644
emergency-stop-streaming,1597407320476,1597407320504,1597407321634,1597407321673
emergency-stop-table,1597407320476,1597407320504,1597407321699,1597407321750
emergency-stop-streaming,1597407321493,1597407321559,1597407322417,1597407322421
emergency-stop-table,1597407321493,1597407321559,1597407322550,1597407322556
emergency-stop-streaming,1597407322562,1597407322569,1597407323608,1597407323634
emergency-stop-table,1597407322562,1597407322569,1597407323799,1597407323830
emergency-stop-streaming,1597407323544,1597407323601,1597407324625,1597407324651
emergency-stop-table,1597407323544,1597407323601,1597407324789,1597407324815
emergency-stop-streaming,1597407324581,1597407324641,1597407325684,1597407325700
emergency-stop-table,1597407324581,1597407324641,1597407325735,1597407325758
delay-statistics,1597407321493,1597407321590,1597407326185,1597407326208
delay-statistics,1597407323544,1597407323599,1597407326191,1597407326209
delay-statistics,1597407322562,1597407322566,1597407326198,1597407326222
delay-statistics,1597407320476,1597407320504,1597407326196,1597407326232
delay-statistics,1597407324581,1597407324629,1597407326200,1597407326233
emergency-stop-table,1597407325627,1597407325645,1597407326558,1597407326585
emergency-stop-streaming,1597407325627,1597407325645,1597407326651,1597407326667
vehicle-count,1597407320476,1597407320504,1597407326739,1597407326767
vehicle-count,1597407322562,1597407322569,1597407326741,1597407326793
vehicle-count,1597407321492,1597407321589,1597407326741,1597407326793
vehicle-count,1597407321493,1597407321559,1597407326741,1597407326793
vehicle-count,1597407323544,1597407323601,1597407326751,1597407326799
vehicle-count,1597407321492,1597407321559,1597407326752,1597407326799
vehicle-count,1597407324580,1597407324636,1597407326742,1597407326816
vehicle-count,1597407324581,1597407324641,1597407326742,1597407326816
vehicle-count,1597407320476,1597407320491,1597407326750,1597407326818
emergency-stop-streaming,1597407326753,1597407326876,1597407328021,1597407328039
emergency-stop-table,1597407326753,1597407326876,1597407328034,1597407328042
emergency-stop-streaming,1597407327800,1597407327808,1597407328686,1597407328705
emergency-stop-table,1597407327800,1597407327808,1597407328840,1597407328857
emergency-stop-table,1597407328802,1597407328823,1597407330046,1597407330054
emergency-stop-streaming,1597407329801,1597407329821,1597407330795,1597407330810
emergency-stop-table,1597407329801,1597407329821,1597407330826,1597407330834
delay-statistics,1597407329801,1597407329821,1597407330982,1597407331012
delay-statistics,1597407325627,1597407325639,1597407330980,1597407331029
delay-statistics,1597407327800,1597407327807,1597407330981,1597407331034
delay-statistics,1597407328802,1597407328810,1597407330981,1597407331034
delay-statistics,1597407326753,1597407326861,1597407330991,1597407331040
vehicle-count,1597407325627,1597407325645,1597407331518,1597407331539
vehicle-count,1597407328802,1597407328825,1597407331521,1597407331587
vehicle-count,1597407328802,1597407328823,1597407331521,1597407331587
vehicle-count,1597407328802,1597407328823,1597407331521,1597407331587
vehicle-count,1597407327800,1597407327808,1597407331704,1597407331740
vehicle-count,1597407326753,1597407326876,1597407331704,1597407331740
vehicle-count,1597407329801,1597407329821,1597407331706,1597407331755
emergency-stop-table,1597407330829,1597407330850,1597407331777,1597407331792
emergency-stop-streaming,1597407330829,1597407330850,1597407331934,1597407331991
emergency-stop-streaming,1597407331926,1597407331979,1597407333161,1597407333181
emergency-stop-table,1597407332923,1597407332936,1597407334053,1597407334079
emergency-stop-streaming,1597407332923,1597407332936,1597407334667,1597407334698
emergency-stop-table,1597407333977,1597407333982,1597407335069,1597407335176
emergency-stop-streaming,1597407333977,1597407333982,1597407335189,1597407335214
emergency-stop-streaming,1597407334990,1597407335011,1597407336202,1597407336211
delay-statistics,1597407332923,1597407332941,1597407336263,1597407336289
delay-statistics,1597407333977,1597407333982,1597407336264,1597407336289
delay-statistics,1597407330829,1597407330850,1597407336263,1597407336327
delay-statistics,1597407331926,1597407331940,1597407336263,1597407336327
emergency-stop-table,1597407334990,1597407335011,1597407336270,1597407336405
vehicle-count,1597407333977,1597407333982,1597407337034,1597407337120
vehicle-count,1597407332923,1597407332934,1597407337037,1597407337123
vehicle-count,1597407332923,1597407332934,1597407337037,1597407337123
vehicle-count,1597407332923,1597407332936,1597407337037,1597407337123
vehicle-count,1597407331926,1597407331979,1597407337037,1597407337123
vehicle-count,1597407330829,1597407330850,1597407337035,1597407337158
emergency-stop-table,1597407335958,1597407335974,1597407337290,1597407337330
emergency-stop-streaming,1597407335958,1597407335974,1597407337327,1597407337356
emergency-stop-table,1597407336996,1597407337029,1597407338093,1597407338109
emergency-stop-streaming,1597407336996,1597407337029,1597407338275,1597407338295
emergency-stop-table,1597407339071,1597407339085,1597407340373,1597407340409
emergency-stop-table,1597407340085,1597407340109,1597407341340,1597407341355
